_id,value_seconds,_id,value_firsts,abs_diff,percent_diff
1993_9,2395,1993_9,2284,111,0.04859894921190893
1994_1,4852,1994_1,4492,360,0.08014247551202137
1994_10,2414,1994_10,2219,195,0.0878774222622803
1994_11,2320,1994_11,2085,235,0.11270983213429256
1994_12,2578,1994_12,2463,115,0.046691027202598455
1994_2,2048,1994_2,1898,150,0.07903055848261328
1994_3,2638,1994_3,2381,257,0.10793784124317514
1994_4,2259,1994_4,2066,193,0.09341723136495644
1994_5,2350,1994_5,2156,194,0.08998144712430427
1994_6,2597,1994_6,2335,262,0.11220556745182013
1994_7,2549,1994_7,2456,93,0.037866449511400654
1994_8,2153,1994_8,2003,150,0.07488766849725412
1994_9,2689,1994_9,2421,268,0.11069805865344899
1995_1,4756,1995_1,4511,245,0.054311682553757484
1995_10,2732,1995_10,2544,188,0.07389937106918239
1995_11,2526,1995_11,2425,101,0.04164948453608248
1995_12,3018,1995_12,2811,207,0.0736392742796158
1995_2,2683,1995_2,2421,262,0.10821974390747625
1995_3,2962,1995_3,2694,268,0.09948032665181886
1995_4,2548,1995_4,2429,119,0.04899135446685879
1995_5,2723,1995_5,2600,123,0.04730769230769231
1995_6,2749,1995_6,2639,110,0.041682455475558926
1995_7,2677,1995_7,2382,295,0.12384550797649034
1995_8,2440,1995_8,2301,139,0.06040851803563668
1995_9,3045,1995_9,2842,203,0.07142857142857142
1996_1,7063,1996_1,6613,450,0.06804778466656586
1996_10,3069,1996_10,2944,125,0.042459239130434784
1996_11,2903,1996_11,2802,101,0.036045681655960025
1996_12,3310,1996_12,2984,326,0.10924932975871314
1996_2,2890,1996_2,2710,180,0.06642066420664207
1996_3,3231,1996_3,2996,235,0.07843791722296395
1996_4,3690,1996_4,3569,121,0.03390305407677221
1996_5,2954,1996_5,2760,194,0.07028985507246377
1996_6,3117,1996_6,2943,174,0.059123343527013254
1996_7,3001,1996_7,2773,228,0.08222142084385142
1996_8,2719,1996_8,2558,161,0.06293979671618452
1996_9,3321,1996_9,3108,213,0.06853281853281853
1997_1,5747,1997_1,5438,309,0.056822361162191984
1997_10,3503,1997_10,3341,162,0.04848847650404071
1997_11,3238,1997_11,3165,73,0.02306477093206951
1997_12,3905,1997_12,3746,159,0.042445274959957285
1997_2,2957,1997_2,2796,161,0.057582260371959945
1997_3,3567,1997_3,3376,191,0.05657582938388626
1997_4,3777,1997_4,3467,310,0.08941447937698298
1997_5,3510,1997_5,3288,222,0.06751824817518248
1997_6,3430,1997_6,3296,134,0.040655339805825245
1997_7,3451,1997_7,3371,80,0.02373183031741323
1997_8,3114,1997_8,2926,188,0.06425153793574846
1997_9,3888,1997_9,3699,189,0.051094890510948905
1998_1,6123,1998_1,5740,383,0.06672473867595818
1998_10,3999,1998_10,3761,238,0.06328104227599043
1998_11,3909,1998_11,3800,109,0.028684210526315788
1998_12,4323,1998_12,4020,303,0.07537313432835821
1998_2,3245,1998_2,3070,175,0.057003257328990226
1998_3,4190,1998_3,4025,165,0.040993788819875775
1998_4,4447,1998_4,4318,129,0.02987494210282538
1998_5,3908,1998_5,3770,138,0.03660477453580902
1998_6,4114,1998_6,3938,176,0.0446927374301676
1998_7,3880,1998_7,3761,119,0.03164052113799522
1998_8,3521,1998_8,3283,238,0.07249466950959488
1998_9,4438,1998_9,4121,317,0.07692307692307693
1999_1,6559,1999_1,6143,416,0.06771935536382875
1999_10,4235,1999_10,4065,170,0.041820418204182044
1999_11,4245,1999_11,4010,235,0.05860349127182045
1999_12,4729,1999_12,4531,198,0.04369896270139042
1999_2,3641,1999_2,3427,214,0.06244528742340239
1999_3,4574,1999_3,4342,232,0.053431598341777985
1999_4,4904,1999_4,4746,158,0.033291192583227984
1999_5,4037,1999_5,3845,192,0.04993498049414825
1999_6,4464,1999_6,4243,221,0.05208578835729437
1999_7,4320,1999_7,4036,284,0.07036669970267592
1999_8,3743,1999_8,3706,37,0.009983810037776578
1999_9,4615,1999_9,4410,205,0.046485260770975055
2000_1,6798,2000_1,6533,265,0.040563294045614574
2000_10,4278,2000_10,4199,79,0.018814003334127173
2000_11,4325,2000_11,4207,118,0.028048490610886618
2000_12,5086,2000_12,4954,132,0.026645135244247074
2000_2,3967,2000_2,4040,-73,-0.018069306930693068
2000_3,4927,2000_3,4759,168,0.03530153393570078
2000_4,5955,2000_4,5655,300,0.05305039787798409
2000_5,4764,2000_5,4691,73,0.015561713920272863
2000_6,4793,2000_6,4624,169,0.03654844290657439
2000_7,4376,2000_7,4272,104,0.024344569288389514
2000_8,4027,2000_8,3981,46,0.011554885707108766
2000_9,5200,2000_9,5094,106,0.020808794660384766
2001_1,7654,2001_1,7306,348,0.04763208321927183
2001_10,4641,2001_10,4521,120,0.026542800265428004
2001_11,4655,2001_11,4636,19,0.004098360655737705
2001_12,5806,2001_12,5769,37,0.006413589876928411
2001_2,4182,2001_2,4122,60,0.01455604075691412
2001_3,5412,2001_3,5061,351,0.06935388263189093
2001_4,5514,2001_4,5263,251,0.047691430742922286
2001_5,4717,2001_5,4529,188,0.041510267167145065
2001_6,5541,2001_6,5243,298,0.056837688346366586
2001_7,4505,2001_7,4357,148,0.033968326830387884
2001_8,4517,2001_8,4321,196,0.04535987040037028
2001_9,4881,2001_9,4625,256,0.05535135135135135
2002_1,9449,2002_1,9193,256,0.027847275100620038
2002_10,5456,2002_10,5393,63,0.011681809753384016
2002_11,5745,2002_11,5515,230,0.04170444242973708
2002_12,5939,2002_12,5782,157,0.027153234175025943
2002_2,4787,2002_2,4695,92,0.01959531416400426
2002_3,6013,2002_3,5925,88,0.014852320675105486
2002_4,5442,2002_4,5479,-37,-0.006753057127212995
2002_5,5056,2002_5,4892,164,0.033524121013900246
2002_6,5565,2002_6,5550,15,0.002702702702702703
2002_7,5196,2002_7,5160,36,0.0069767441860465115
2002_8,4707,2002_8,4660,47,0.010085836909871245
2002_9,6316,2002_9,5929,387,0.06527238994771463
2003_1,9630,2003_1,9422,208,0.02207599235831034
2003_10,6303,2003_10,6182,121,0.019572953736654804
2003_11,5347,2003_11,5418,-71,-0.013104466592838687
2003_12,6698,2003_12,6664,34,0.00510204081632653
2003_2,5200,2003_2,5136,64,0.012461059190031152
2003_3,6480,2003_3,6335,145,0.022888713496448304
2003_4,6816,2003_4,6653,163,0.024500225462197506
2003_5,5471,2003_5,5375,96,0.01786046511627907
2003_6,6429,2003_6,6172,257,0.04163966299416721
2003_7,5767,2003_7,5742,25,0.004353883664228492
2003_8,5583,2003_8,5571,12,0.002154011847065159
2003_9,6455,2003_9,6334,121,0.019103252289232712
2004_1,9274,2004_1,9207,67,0.007277071793200826
2004_10,7011,2004_10,6858,153,0.02230971128608924
2004_11,6369,2004_11,6135,234,0.038141809290953545
2004_12,8039,2004_12,7867,172,0.021863480361001653
2004_2,5890,2004_2,5852,38,0.006493506493506494
2004_3,7563,2004_3,7433,130,0.01748957352347639
2004_4,6724,2004_4,6488,236,0.036374845869297165
2004_5,7153,2004_5,7274,-121,-0.016634588946934287
2004_6,7289,2004_6,7200,89,0.012361111111111111
2004_7,7269,2004_7,7014,255,0.03635585970915312
2004_8,6509,2004_8,6399,110,0.017190185966557275
2004_9,7420,2004_9,7300,120,0.01643835616438356
2005_1,10216,2005_1,10237,-21,-0.002051382240890886
2005_10,7196,2005_10,7430,-234,-0.03149394347240915
2005_11,6790,2005_11,6736,54,0.008016627078384799
2005_12,8121,2005_12,8322,-201,-0.024152847873107425
2005_2,6248,2005_2,6287,-39,-0.0062032766025131225
2005_3,7969,2005_3,7904,65,0.008223684210526315
2005_4,7671,2005_4,7621,50,0.006560818790185015
2005_5,7962,2005_5,7834,128,0.016339034975746746
2005_6,8160,2005_6,8036,124,0.015430562468889995
2005_7,6965,2005_7,6979,-14,-0.0020060180541624875
2005_8,6997,2005_8,6890,107,0.015529753265602322
2005_9,8042,2005_9,7922,120,0.015147689977278465
2006_1,12599,2006_1,12637,-38,-0.003007042810793701
2006_10,8911,2006_10,8952,-41,-0.004579982126899017
2006_11,8465,2006_11,8443,22,0.0026057088712542935
2006_12,9892,2006_12,9833,59,0.006000203396725313
2006_2,7365,2006_2,7168,197,0.027483258928571428
2006_3,8648,2006_3,8762,-114,-0.013010728144259302
2006_4,8081,2006_4,8131,-50,-0.006149305128520477
2006_5,8820,2006_5,8862,-42,-0.004739336492890996
2006_6,8947,2006_6,9066,-119,-0.013125965144495919
2006_7,8831,2006_7,8674,157,0.018100069172238876
2006_8,7979,2006_8,7993,-14,-0.00175153259101714
2006_9,9326,2006_9,9540,-214,-0.022431865828092243
2007_1,14133,2007_1,14147,-14,-0.0009896091044037606
2007_10,10033,2007_10,10160,-127,-0.0125
2007_11,9077,2007_11,9128,-51,-0.005587204206836108
2007_12,10172,2007_12,10276,-104,-0.01012066952121448
2007_2,8486,2007_2,8614,-128,-0.014859530996052937
2007_3,9821,2007_3,9822,-1,-0.00010181225819588678
2007_4,9395,2007_4,9317,78,0.008371793495760439
2007_5,9657,2007_5,9714,-57,-0.00586781964175417
2007_6,10652,2007_6,10726,-74,-0.006899123624836845
2007_7,9440,2007_7,9545,-105,-0.011000523834468309
2007_8,8982,2007_8,8945,37,0.004136389044158748
2007_9,10668,2007_9,10651,17,0.0015960942634494415
2008_1,14759,2008_1,14723,36,0.0024451538409291586
2008_10,11945,2008_10,12106,-161,-0.013299190484057493
2008_11,10253,2008_11,10403,-150,-0.01441891761991733
2008_12,12966,2008_12,12824,142,0.011072988147223956
2008_2,9328,2008_2,9116,212,0.023255813953488372
2008_3,10889,2008_3,10815,74,0.006842348589921406
2008_4,12050,2008_4,12088,-38,-0.00314361350099272
2008_5,10974,2008_5,11096,-122,-0.01099495313626532
2008_6,11829,2008_6,12045,-216,-0.01793275217932752
2008_7,11514,2008_7,11507,7,0.0006083253671678109
2008_8,9581,2008_8,9688,-107,-0.011044591246903386
2008_9,11670,2008_9,11816,-146,-0.012356127285037238
2009_1,16303,2009_1,16264,39,0.002397934087555337
2009_10,12681,2009_10,12676,5,0.00039444619753865575
2009_11,12001,2009_11,12504,-503,-0.04022712731925784
2009_12,14052,2009_12,14317,-265,-0.0185094642732416
2009_2,11331,2009_2,11587,-256,-0.022093725727107966
2009_3,12361,2009_3,12412,-51,-0.00410892684498872
2009_4,13043,2009_4,12954,89,0.006870464721321599
2009_5,13332,2009_5,13515,-183,-0.013540510543840178
2009_6,12714,2009_6,12956,-242,-0.01867860450756406
2009_7,12217,2009_7,12393,-176,-0.01420156539982248
2009_8,11897,2009_8,12006,-109,-0.00907879393636515
2009_9,13185,2009_9,13626,-441,-0.03236459709379128
2010_1,16818,2010_1,16974,-156,-0.009190526687875575
2010_10,14050,2010_10,14396,-346,-0.02403445401500417
2010_11,13835,2010_11,14067,-232,-0.016492500177720908
2010_12,14655,2010_12,15209,-554,-0.03642580051285423
2010_2,11809,2010_2,11893,-84,-0.007062978222483814
2010_3,14731,2010_3,15072,-341,-0.022624734607218682
2010_4,15816,2010_4,16319,-503,-0.03082296709357191
2010_5,17906,2010_5,17361,545,0.03139220091008582
2010_6,16849,2010_6,16695,154,0.009224318658280923
2010_7,13249,2010_7,13366,-117,-0.008753553793206643
2010_8,13177,2010_8,13262,-85,-0.006409289699894435
2010_9,14987,2010_9,15261,-274,-0.017954262499180917
2011_1,19213,2011_1,18424,789,0.042824576639166306
2011_10,16129,2011_10,16748,-619,-0.0369596369715787
2011_11,14905,2011_11,15325,-420,-0.027406199021207178
2011_12,16906,2011_12,17389,-483,-0.027776180343895566
2011_2,13496,2011_2,13948,-452,-0.032406079724691714
2011_3,15171,2011_3,15507,-336,-0.021667633971754693
2011_4,16237,2011_4,16506,-269,-0.016297104083363625
2011_5,16356,2011_5,16868,-512,-0.03035333175243064
2011_6,16637,2011_6,17224,-587,-0.03408035299581979
2011_7,15091,2011_7,15558,-467,-0.030016711659596348
2011_8,13984,2011_8,14495,-511,-0.035253535701966196
2011_9,17240,2011_9,17699,-459,-0.025933668568845696
2012_1,20325,2012_1,20934,-609,-0.029091430209229007
2012_10,17984,2012_10,18352,-368,-0.02005231037489102
2012_11,16472,2012_11,17006,-534,-0.031400682112195696
2012_12,18746,2012_12,19150,-404,-0.021096605744125325
2012_2,15278,2012_2,15643,-365,-0.02333312024547721
2012_3,17395,2012_3,17815,-420,-0.023575638506876228
2012_4,17655,2012_4,18071,-416,-0.02302030878202645
2012_5,18098,2012_5,18807,-709,-0.03769872919657574
2012_6,17360,2012_6,18115,-755,-0.041678167264697766
2012_7,16479,2012_7,17298,-819,-0.04734651404786681
2012_8,15449,2012_8,15935,-486,-0.030498901788515845
2012_9,18718,2012_9,19188,-470,-0.02449447571398791
2013_1,22261,2013_1,23264,-1003,-0.04311382393397524
2013_10,21641,2013_10,22441,-800,-0.0356490352479836
2013_11,19766,2013_11,20581,-815,-0.039599630727369904
2013_12,21501,2013_12,22499,-998,-0.044357527001200055
2013_2,16078,2013_2,16836,-758,-0.04502257068187218
2013_3,18450,2013_3,19024,-574,-0.03017241379310345
2013_4,19435,2013_4,19918,-483,-0.02424942263279446
2013_5,18209,2013_5,18845,-636,-0.03374900504112497
2013_6,18942,2013_6,19693,-751,-0.03813537805311532
2013_7,18610,2013_7,19460,-850,-0.04367934224049332
2013_8,17450,2013_8,17695,-245,-0.013845719129697655
2013_9,20917,2013_9,21378,-461,-0.021564224904107025
2014_1,23805,2014_1,24915,-1110,-0.044551475015051176
2014_10,23640,2014_10,24918,-1278,-0.05128822537924392
2014_11,22034,2014_11,22723,-689,-0.030321700479690183
2014_12,22993,2014_12,24577,-1584,-0.06445050250233958
2014_2,17659,2014_2,18271,-612,-0.03349570357396968
2014_3,20842,2014_3,21803,-961,-0.04407650323349998
2014_4,21017,2014_4,21768,-751,-0.034500183755972066
2014_5,20307,2014_5,21239,-932,-0.04388153867884552
2014_6,20694,2014_6,21897,-1203,-0.05493903274421154
2014_7,20657,2014_7,21589,-932,-0.043170132938070316
2014_8,20164,2014_8,20563,-399,-0.01940378349462627
2014_9,25331,2014_9,26395,-1064,-0.04031066489865505
2015_1,25950,2015_1,26832,-882,-0.03287119856887299
2015_10,25653,2015_10,26954,-1301,-0.04826741856496253
2015_11,24001,2015_11,25366,-1365,-0.05381218954506032
2015_12,27262,2015_12,28932,-1670,-0.05772155398866307
2015_2,19410,2015_2,20423,-1013,-0.04960094011653528
2015_3,23350,2015_3,24668,-1318,-0.05342954434895411
2015_4,23979,2015_4,25211,-1232,-0.04886755781206616
2015_5,24283,2015_5,25213,-930,-0.0368857335501527
2015_6,24615,2015_6,26457,-1842,-0.06962240616849982
2015_7,23782,2015_7,25085,-1303,-0.051943392465616904
2015_8,23673,2015_8,24904,-1231,-0.0494298104722133
2015_9,27802,2015_9,29488,-1686,-0.05717580032555616
2016_1,28339,2016_1,29524,-1185,-0.04013683782685273
2016_10,28472,2016_10,29854,-1382,-0.04629195417699471
2016_11,27545,2016_11,28980,-1435,-0.049516908212560384
2016_12,29528,2016_12,31204,-1676,-0.05371106268427125
2016_2,23261,2016_2,24307,-1046,-0.04303287118936932
2016_3,26319,2016_3,27807,-1488,-0.05351170568561873
2016_4,25910,2016_4,27193,-1283,-0.04718125988305814
2016_5,26129,2016_5,27368,-1239,-0.04527185033615902
2016_6,27270,2016_6,28851,-1581,-0.05479879380264115
2016_7,26685,2016_7,28289,-1604,-0.05670048428717876
2016_8,24810,2016_8,26300,-1490,-0.05665399239543726
2016_9,30487,2016_9,32647,-2160,-0.06616228137347996
